source,seed,family,subset_size,channels,imputation,direction,generator,n,metric,value,baseline_acc,acc,delta_pp,effect_pp,auc,real_acc,fake_acc,protocol,claim_scope,notes
Results\full_inference_dump.npz,42,drop,2,bitplane_lsb+color_manifold,zero,,Wukong,2000,accuracy,0.9695,0.9945,0.9695,-2.5,-2.5,0.999913,1.0,0.939,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,2,bitplane_lsb+color_manifold,zero,,__ALL__,14000,accuracy,0.954643,0.9975,0.954643,-4.285714,-4.285714,0.999766,0.999857,0.909429,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,2,bitplane_lsb+color_manifold,zero_elsewhere,,ADM,2000,accuracy,0.642,0.999,0.642,-35.7,-35.7,0.92016,0.963,0.321,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,2,bitplane_lsb+color_manifold,zero_elsewhere,,BigGAN,2000,accuracy,0.617,0.998,0.617,-38.1,-38.1,0.920154,0.966,0.268,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,2,bitplane_lsb+color_manifold,zero_elsewhere,,GLIDE,2000,accuracy,0.902,0.998,0.902,-9.6,-9.6,0.985212,0.972,0.832,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,2,bitplane_lsb+color_manifold,zero_elsewhere,,Midjourney,2000,accuracy,0.713,0.997,0.713,-28.4,-28.4,0.944751,0.966,0.46,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,2,bitplane_lsb+color_manifold,zero_elsewhere,,Stable_Diffusion_v1.4,2000,accuracy,0.557,0.9985,0.557,-44.15,-44.15,0.937779,0.972,0.142,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,2,bitplane_lsb+color_manifold,zero_elsewhere,,VQDM,2000,accuracy,0.8445,0.9975,0.8445,-15.3,-15.3,0.976211,0.972,0.717,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,2,bitplane_lsb+color_manifold,zero_elsewhere,,Wukong,2000,accuracy,0.5355,0.9945,0.5355,-45.9,-45.9,0.929232,0.972,0.099,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,2,bitplane_lsb+color_manifold,zero_elsewhere,,__ALL__,14000,accuracy,0.687286,0.9975,0.687286,-31.021429,-31.021429,0.945301,0.969,0.405571,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,2,bitplane_lsb+hf_noise,zero,,ADM,2000,accuracy,1.0,0.999,1.0,0.1,0.1,1.0,1.0,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,2,bitplane_lsb+hf_noise,zero,,BigGAN,2000,accuracy,1.0,0.998,1.0,0.2,0.2,1.0,1.0,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,2,bitplane_lsb+hf_noise,zero,,GLIDE,2000,accuracy,1.0,0.998,1.0,0.2,0.2,1.0,1.0,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,2,bitplane_lsb+hf_noise,zero,,Midjourney,2000,accuracy,0.993,0.997,0.993,-0.4,-0.4,0.998461,0.999,0.987,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,2,bitplane_lsb+hf_noise,zero,,Stable_Diffusion_v1.4,2000,accuracy,0.9915,0.9985,0.9915,-0.7,-0.7,0.999994,1.0,0.983,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,2,bitplane_lsb+hf_noise,zero,,VQDM,2000,accuracy,0.9975,0.9975,0.9975,0.0,0.0,0.999996,1.0,0.995,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,2,bitplane_lsb+hf_noise,zero,,Wukong,2000,accuracy,0.9645,0.9945,0.9645,-3.0,-3.0,0.999554,1.0,0.929,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,2,bitplane_lsb+hf_noise,zero,,__ALL__,14000,accuracy,0.992357,0.9975,0.992357,-0.514286,-0.514286,0.999723,0.999857,0.984857,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,2,bitplane_lsb+hf_noise,zero_elsewhere,,ADM,2000,accuracy,0.5255,0.999,0.5255,-47.35,-47.35,0.793686,0.994,0.057,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,2,bitplane_lsb+hf_noise,zero_elsewhere,,BigGAN,2000,accuracy,0.517,0.998,0.517,-48.1,-48.1,0.74292,0.992,0.042,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,2,bitplane_lsb+hf_noise,zero_elsewhere,,GLIDE,2000,accuracy,0.76,0.998,0.76,-23.8,-23.8,0.90535,0.992,0.528,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,2,bitplane_lsb+hf_noise,zero_elsewhere,,Midjourney,2000,accuracy,0.5835,0.997,0.5835,-41.35,-41.35,0.876097,0.994,0.173,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,2,bitplane_lsb+hf_noise,zero_elsewhere,,Stable_Diffusion_v1.4,2000,accuracy,0.514,0.9985,0.514,-48.45,-48.45,0.835151,0.992,0.036,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,2,bitplane_lsb+hf_noise,zero_elsewhere,,VQDM,2000,accuracy,0.5035,0.9975,0.5035,-49.4,-49.4,0.72563,0.992,0.015,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,2,bitplane_lsb+hf_noise,zero_elsewhere,,Wukong,2000,accuracy,0.517,0.9945,0.517,-47.75,-47.75,0.851242,0.992,0.042,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,2,bitplane_lsb+hf_noise,zero_elsewhere,,__ALL__,14000,accuracy,0.560071,0.9975,0.560071,-43.742857,-43.742857,0.818409,0.992571,0.127571,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,2,bitplane_lsb+jpeg_quant,zero,,ADM,2000,accuracy,0.519,0.999,0.519,-48.0,-48.0,0.998023,0.038,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,2,bitplane_lsb+jpeg_quant,zero,,BigGAN,2000,accuracy,0.514,0.998,0.514,-48.4,-48.4,0.9987,0.028,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,2,bitplane_lsb+jpeg_quant,zero,,GLIDE,2000,accuracy,0.5255,0.998,0.5255,-47.25,-47.25,0.999012,0.051,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,2,bitplane_lsb+jpeg_quant,zero,,Midjourney,2000,accuracy,0.525,0.997,0.525,-47.2,-47.2,0.991149,0.051,0.999,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,2,bitplane_lsb+jpeg_quant,zero,,Stable_Diffusion_v1.4,2000,accuracy,0.525,0.9985,0.525,-47.35,-47.35,0.998539,0.05,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,2,bitplane_lsb+jpeg_quant,zero,,VQDM,2000,accuracy,0.5255,0.9975,0.5255,-47.2,-47.2,0.998495,0.051,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,2,bitplane_lsb+jpeg_quant,zero,,Wukong,2000,accuracy,0.5255,0.9945,0.5255,-46.9,-46.9,0.997333,0.051,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,2,bitplane_lsb+jpeg_quant,zero,,__ALL__,14000,accuracy,0.522786,0.9975,0.522786,-47.471429,-47.471429,0.997234,0.045714,0.999857,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,2,bitplane_lsb+jpeg_quant,zero_elsewhere,,ADM,2000,accuracy,0.5,0.999,0.5,-49.9,-49.9,0.99964,1.0,0.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,2,bitplane_lsb+jpeg_quant,zero_elsewhere,,BigGAN,2000,accuracy,0.5,0.998,0.5,-49.8,-49.8,0.998832,1.0,0.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,2,bitplane_lsb+jpeg_quant,zero_elsewhere,,GLIDE,2000,accuracy,0.5,0.998,0.5,-49.8,-49.8,0.999961,1.0,0.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,2,bitplane_lsb+jpeg_quant,zero_elsewhere,,Midjourney,2000,accuracy,0.5,0.997,0.5,-49.7,-49.7,0.998263,1.0,0.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,2,bitplane_lsb+jpeg_quant,zero_elsewhere,,Stable_Diffusion_v1.4,2000,accuracy,0.5,0.9985,0.5,-49.85,-49.85,0.995342,1.0,0.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,2,bitplane_lsb+jpeg_quant,zero_elsewhere,,VQDM,2000,accuracy,0.5,0.9975,0.5,-49.75,-49.75,0.998292,1.0,0.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,2,bitplane_lsb+jpeg_quant,zero_elsewhere,,Wukong,2000,accuracy,0.5,0.9945,0.5,-49.45,-49.45,0.994432,1.0,0.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,2,bitplane_lsb+jpeg_quant,zero_elsewhere,,__ALL__,14000,accuracy,0.5,0.9975,0.5,-49.75,-49.75,0.997906,1.0,0.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,2,bitplane_lsb+texture_geometry,zero,,ADM,2000,accuracy,0.8925,0.999,0.8925,-10.65,-10.65,0.999939,1.0,0.785,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,2,bitplane_lsb+texture_geometry,zero,,BigGAN,2000,accuracy,1.0,0.998,1.0,0.2,0.2,1.0,1.0,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,2,bitplane_lsb+texture_geometry,zero,,GLIDE,2000,accuracy,0.999,0.998,0.999,0.1,0.1,1.0,1.0,0.998,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,2,bitplane_lsb+texture_geometry,zero,,Midjourney,2000,accuracy,0.891,0.997,0.891,-10.6,-10.6,0.99872,1.0,0.782,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,2,bitplane_lsb+texture_geometry,zero,,Stable_Diffusion_v1.4,2000,accuracy,0.795,0.9985,0.795,-20.35,-20.35,0.999989,1.0,0.59,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,2,bitplane_lsb+texture_geometry,zero,,VQDM,2000,accuracy,0.9275,0.9975,0.9275,-7.0,-7.0,0.99991,1.0,0.855,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,2,bitplane_lsb+texture_geometry,zero,,Wukong,2000,accuracy,0.7345,0.9945,0.7345,-26.0,-26.0,0.999373,1.0,0.469,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,2,bitplane_lsb+texture_geometry,zero,,__ALL__,14000,accuracy,0.891357,0.9975,0.891357,-10.614286,-10.614286,0.999711,1.0,0.782714,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,2,bitplane_lsb+texture_geometry,zero_elsewhere,,ADM,2000,accuracy,0.7685,0.999,0.7685,-23.05,-23.05,0.925343,0.936,0.601,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,2,bitplane_lsb+texture_geometry,zero_elsewhere,,BigGAN,2000,accuracy,0.5985,0.998,0.5985,-39.95,-39.95,0.837236,0.929,0.268,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,2,bitplane_lsb+texture_geometry,zero_elsewhere,,GLIDE,2000,accuracy,0.8275,0.998,0.8275,-17.05,-17.05,0.937068,0.924,0.731,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,2,bitplane_lsb+texture_geometry,zero_elsewhere,,Midjourney,2000,accuracy,0.8335,0.997,0.8335,-16.35,-16.35,0.950848,0.935,0.732,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,2,bitplane_lsb+texture_geometry,zero_elsewhere,,Stable_Diffusion_v1.4,2000,accuracy,0.7765,0.9985,0.7765,-22.2,-22.2,0.917775,0.924,0.629,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,2,bitplane_lsb+texture_geometry,zero_elsewhere,,VQDM,2000,accuracy,0.595,0.9975,0.595,-40.25,-40.25,0.80427,0.924,0.266,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,2,bitplane_lsb+texture_geometry,zero_elsewhere,,Wukong,2000,accuracy,0.8045,0.9945,0.8045,-19.0,-19.0,0.932219,0.924,0.685,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,2,bitplane_lsb+texture_geometry,zero_elsewhere,,__ALL__,14000,accuracy,0.743429,0.9975,0.743429,-25.407143,-25.407143,0.900842,0.928,0.558857,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,2,freq_radial+color_manifold,zero,,ADM,2000,accuracy,0.5195,0.999,0.5195,-47.95,-47.95,0.999359,1.0,0.039,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,2,freq_radial+color_manifold,zero,,BigGAN,2000,accuracy,0.5125,0.998,0.5125,-48.55,-48.55,0.999994,1.0,0.025,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,2,freq_radial+color_manifold,zero,,GLIDE,2000,accuracy,0.6955,0.998,0.6955,-30.25,-30.25,0.999997,1.0,0.391,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,2,freq_radial+color_manifold,zero,,Midjourney,2000,accuracy,0.5475,0.997,0.5475,-44.95,-44.95,0.99955,1.0,0.095,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,2,freq_radial+color_manifold,zero,,Stable_Diffusion_v1.4,2000,accuracy,0.504,0.9985,0.504,-49.45,-49.45,0.999972,1.0,0.008,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,2,freq_radial+color_manifold,zero,,VQDM,2000,accuracy,0.5045,0.9975,0.5045,-49.3,-49.3,0.999942,1.0,0.009,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,2,freq_radial+color_manifold,zero,,Wukong,2000,accuracy,0.5035,0.9945,0.5035,-49.1,-49.1,0.999524,1.0,0.007,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,2,freq_radial+color_manifold,zero,,__ALL__,14000,accuracy,0.541,0.9975,0.541,-45.65,-45.65,0.999766,1.0,0.082,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,2,freq_radial+color_manifold,zero_elsewhere,,ADM,2000,accuracy,0.9165,0.999,0.9165,-8.25,-8.25,0.997786,0.833,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,2,freq_radial+color_manifold,zero_elsewhere,,BigGAN,2000,accuracy,0.9235,0.998,0.9235,-7.45,-7.45,0.999338,0.847,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,2,freq_radial+color_manifold,zero_elsewhere,,GLIDE,2000,accuracy,0.934,0.998,0.934,-6.4,-6.4,0.999999,0.868,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,2,freq_radial+color_manifold,zero_elsewhere,,Midjourney,2000,accuracy,0.912,0.997,0.912,-8.5,-8.5,0.996183,0.826,0.998,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,2,freq_radial+color_manifold,zero_elsewhere,,Stable_Diffusion_v1.4,2000,accuracy,0.9355,0.9985,0.9355,-6.3,-6.3,0.998247,0.872,0.999,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,2,freq_radial+color_manifold,zero_elsewhere,,VQDM,2000,accuracy,0.934,0.9975,0.934,-6.35,-6.35,0.999593,0.868,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,2,freq_radial+color_manifold,zero_elsewhere,,Wukong,2000,accuracy,0.9305,0.9945,0.9305,-6.4,-6.4,0.992447,0.868,0.993,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,2,freq_radial+color_manifold,zero_elsewhere,,__ALL__,14000,accuracy,0.926571,0.9975,0.926571,-7.092857,-7.092857,0.997534,0.854571,0.998571,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,2,freq_radial+hf_noise,zero,,ADM,2000,accuracy,0.651,0.999,0.651,-34.8,-34.8,0.999991,1.0,0.302,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,2,freq_radial+hf_noise,zero,,BigGAN,2000,accuracy,0.6225,0.998,0.6225,-37.55,-37.55,0.999971,1.0,0.245,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,2,freq_radial+hf_noise,zero,,GLIDE,2000,accuracy,0.9225,0.998,0.9225,-7.55,-7.55,1.0,1.0,0.845,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,2,freq_radial+hf_noise,zero,,Midjourney,2000,accuracy,0.695,0.997,0.695,-30.2,-30.2,0.999287,1.0,0.39,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,2,freq_radial+hf_noise,zero,,Stable_Diffusion_v1.4,2000,accuracy,0.537,0.9985,0.537,-46.15,-46.15,0.999994,1.0,0.074,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,2,freq_radial+hf_noise,zero,,VQDM,2000,accuracy,0.8485,0.9975,0.8485,-14.9,-14.9,0.999986,1.0,0.697,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,2,freq_radial+hf_noise,zero,,Wukong,2000,accuracy,0.543,0.9945,0.543,-45.15,-45.15,0.999033,1.0,0.086,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,2,freq_radial+hf_noise,zero,,__ALL__,14000,accuracy,0.6885,0.9975,0.6885,-30.9,-30.9,0.999756,1.0,0.377,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,2,freq_radial+hf_noise,zero_elsewhere,,ADM,2000,accuracy,0.9705,0.999,0.9705,-2.85,-2.85,0.996193,0.948,0.993,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,2,freq_radial+hf_noise,zero_elsewhere,,BigGAN,2000,accuracy,0.9735,0.998,0.9735,-2.45,-2.45,0.999,0.947,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,2,freq_radial+hf_noise,zero_elsewhere,,GLIDE,2000,accuracy,0.9675,0.998,0.9675,-3.05,-3.05,0.99638,0.935,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,2,freq_radial+hf_noise,zero_elsewhere,,Midjourney,2000,accuracy,0.9625,0.997,0.9625,-3.45,-3.45,0.990251,0.955,0.97,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,2,freq_radial+hf_noise,zero_elsewhere,,Stable_Diffusion_v1.4,2000,accuracy,0.967,0.9985,0.967,-3.15,-3.15,0.998605,0.935,0.999,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,2,freq_radial+hf_noise,zero_elsewhere,,VQDM,2000,accuracy,0.9565,0.9975,0.9565,-4.1,-4.1,0.990766,0.935,0.978,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,2,freq_radial+hf_noise,zero_elsewhere,,Wukong,2000,accuracy,0.9645,0.9945,0.9645,-3.0,-3.0,0.997561,0.935,0.994,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,2,freq_radial+hf_noise,zero_elsewhere,,__ALL__,14000,accuracy,0.966,0.9975,0.966,-3.15,-3.15,0.995491,0.941429,0.990571,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,2,freq_radial+jpeg_quant,zero,,ADM,2000,accuracy,0.6505,0.999,0.6505,-34.85,-34.85,0.924641,0.301,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
